operationId,method,path,kind,detail,computable,abox_fact
getTenant,GET,/tenants/{tenantId},404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
getTenant,GET,/tenants/{tenantId},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getTenant,GET,/tenants/{tenantId},prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
getTenant,GET,/tenants/{tenantId},documented-500,response code 500 documented in spec,yes,
updateTenant,PUT,/tenants/{tenantId},happy-path,documented success response,yes,
updateTenant,PUT,/tenants/{tenantId},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
updateTenant,PUT,/tenants/{tenantId},404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
updateTenant,PUT,/tenants/{tenantId},bad-request:missing-required,field=name,yes,
updateTenant,PUT,/tenants/{tenantId},bad-request:additional-property,closed schema,yes,
updateTenant,PUT,/tenants/{tenantId},bad-request:type-mismatch,"field=name, type=string",yes,
updateTenant,PUT,/tenants/{tenantId},bad-request:type-mismatch,"field=description, type=string",yes,
updateTenant,PUT,/tenants/{tenantId},409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
updateTenant,PUT,/tenants/{tenantId},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
updateTenant,PUT,/tenants/{tenantId},prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
updateTenant,PUT,/tenants/{tenantId},documented-500,response code 500 documented in spec,yes,
updateTenant,PUT,/tenants/{tenantId},documented-503,response code 503 documented in spec,yes,
deleteTenant,DELETE,/tenants/{tenantId},happy-path,documented success response,yes,
deleteTenant,DELETE,/tenants/{tenantId},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
deleteTenant,DELETE,/tenants/{tenantId},404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
deleteTenant,DELETE,/tenants/{tenantId},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
deleteTenant,DELETE,/tenants/{tenantId},prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
deleteTenant,DELETE,/tenants/{tenantId},documented-500,response code 500 documented in spec,yes,
deleteTenant,DELETE,/tenants/{tenantId},documented-503,response code 503 documented in spec,yes,
searchClientsForTenant,POST,/tenants/{tenantId}/clients/search,happy-path,documented success response,yes,
searchClientsForTenant,POST,/tenants/{tenantId}/clients/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchClientsForTenant,POST,/tenants/{tenantId}/clients/search,404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
searchClientsForTenant,POST,/tenants/{tenantId}/clients/search,bad-request:additional-property,closed schema,yes,
searchClientsForTenant,POST,/tenants/{tenantId}/clients/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchClientsForTenant,POST,/tenants/{tenantId}/clients/search,pagination-sort:request-shape,sort array in body,yes,
searchClientsForTenant,POST,/tenants/{tenantId}/clients/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchClientsForTenant,POST,/tenants/{tenantId}/clients/search,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
searchClientsForTenant,POST,/tenants/{tenantId}/clients/search,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
searchClientsForTenant,POST,/tenants/{tenantId}/clients/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchClientsForTenant,POST,/tenants/{tenantId}/clients/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
assignClientToTenant,PUT,/tenants/{tenantId}/clients/{clientId},happy-path,documented success response,yes,
assignClientToTenant,PUT,/tenants/{tenantId}/clients/{clientId},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
assignClientToTenant,PUT,/tenants/{tenantId}/clients/{clientId},404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
assignClientToTenant,PUT,/tenants/{tenantId}/clients/{clientId},404-not-found,"path param=clientId, type=string, format=ClientId",yes,
assignClientToTenant,PUT,/tenants/{tenantId}/clients/{clientId},409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
assignClientToTenant,PUT,/tenants/{tenantId}/clients/{clientId},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
assignClientToTenant,PUT,/tenants/{tenantId}/clients/{clientId},prerequisite-resource,2 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
assignClientToTenant,PUT,/tenants/{tenantId}/clients/{clientId},documented-500,response code 500 documented in spec,yes,
assignClientToTenant,PUT,/tenants/{tenantId}/clients/{clientId},documented-503,response code 503 documented in spec,yes,
unassignClientFromTenant,DELETE,/tenants/{tenantId}/clients/{clientId},happy-path,documented success response,yes,
unassignClientFromTenant,DELETE,/tenants/{tenantId}/clients/{clientId},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
unassignClientFromTenant,DELETE,/tenants/{tenantId}/clients/{clientId},404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
unassignClientFromTenant,DELETE,/tenants/{tenantId}/clients/{clientId},404-not-found,"path param=clientId, type=string, format=ClientId",yes,
unassignClientFromTenant,DELETE,/tenants/{tenantId}/clients/{clientId},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
unassignClientFromTenant,DELETE,/tenants/{tenantId}/clients/{clientId},business-entity-lifecycle,operationId prefix `unassign` implies state transition,no,lifecycle state machine for this entity
unassignClientFromTenant,DELETE,/tenants/{tenantId}/clients/{clientId},prerequisite-resource,2 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
unassignClientFromTenant,DELETE,/tenants/{tenantId}/clients/{clientId},documented-500,response code 500 documented in spec,yes,
unassignClientFromTenant,DELETE,/tenants/{tenantId}/clients/{clientId},documented-503,response code 503 documented in spec,yes,
searchGroupIdsForTenant,POST,/tenants/{tenantId}/groups/search,happy-path,documented success response,yes,
searchGroupIdsForTenant,POST,/tenants/{tenantId}/groups/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchGroupIdsForTenant,POST,/tenants/{tenantId}/groups/search,404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
searchGroupIdsForTenant,POST,/tenants/{tenantId}/groups/search,bad-request:additional-property,closed schema,yes,
searchGroupIdsForTenant,POST,/tenants/{tenantId}/groups/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchGroupIdsForTenant,POST,/tenants/{tenantId}/groups/search,pagination-sort:request-shape,sort array in body,yes,
searchGroupIdsForTenant,POST,/tenants/{tenantId}/groups/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchGroupIdsForTenant,POST,/tenants/{tenantId}/groups/search,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
searchGroupIdsForTenant,POST,/tenants/{tenantId}/groups/search,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
searchGroupIdsForTenant,POST,/tenants/{tenantId}/groups/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchGroupIdsForTenant,POST,/tenants/{tenantId}/groups/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
assignGroupToTenant,PUT,/tenants/{tenantId}/groups/{groupId},happy-path,documented success response,yes,
assignGroupToTenant,PUT,/tenants/{tenantId}/groups/{groupId},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
assignGroupToTenant,PUT,/tenants/{tenantId}/groups/{groupId},404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
assignGroupToTenant,PUT,/tenants/{tenantId}/groups/{groupId},404-not-found,"path param=groupId, type=string, format=GroupId",yes,
assignGroupToTenant,PUT,/tenants/{tenantId}/groups/{groupId},409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
assignGroupToTenant,PUT,/tenants/{tenantId}/groups/{groupId},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
assignGroupToTenant,PUT,/tenants/{tenantId}/groups/{groupId},prerequisite-resource,2 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
assignGroupToTenant,PUT,/tenants/{tenantId}/groups/{groupId},documented-500,response code 500 documented in spec,yes,
assignGroupToTenant,PUT,/tenants/{tenantId}/groups/{groupId},documented-503,response code 503 documented in spec,yes,
unassignGroupFromTenant,DELETE,/tenants/{tenantId}/groups/{groupId},happy-path,documented success response,yes,
unassignGroupFromTenant,DELETE,/tenants/{tenantId}/groups/{groupId},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
unassignGroupFromTenant,DELETE,/tenants/{tenantId}/groups/{groupId},404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
unassignGroupFromTenant,DELETE,/tenants/{tenantId}/groups/{groupId},404-not-found,"path param=groupId, type=string, format=GroupId",yes,
unassignGroupFromTenant,DELETE,/tenants/{tenantId}/groups/{groupId},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
unassignGroupFromTenant,DELETE,/tenants/{tenantId}/groups/{groupId},business-entity-lifecycle,operationId prefix `unassign` implies state transition,no,lifecycle state machine for this entity
unassignGroupFromTenant,DELETE,/tenants/{tenantId}/groups/{groupId},prerequisite-resource,2 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
unassignGroupFromTenant,DELETE,/tenants/{tenantId}/groups/{groupId},documented-500,response code 500 documented in spec,yes,
unassignGroupFromTenant,DELETE,/tenants/{tenantId}/groups/{groupId},documented-503,response code 503 documented in spec,yes,
searchMappingRulesForTenant,POST,/tenants/{tenantId}/mapping-rules/search,happy-path,documented success response,yes,
searchMappingRulesForTenant,POST,/tenants/{tenantId}/mapping-rules/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchMappingRulesForTenant,POST,/tenants/{tenantId}/mapping-rules/search,404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
searchMappingRulesForTenant,POST,/tenants/{tenantId}/mapping-rules/search,bad-request:additional-property,closed schema,yes,
searchMappingRulesForTenant,POST,/tenants/{tenantId}/mapping-rules/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchMappingRulesForTenant,POST,/tenants/{tenantId}/mapping-rules/search,pagination-sort:request-shape,sort array in body,yes,
searchMappingRulesForTenant,POST,/tenants/{tenantId}/mapping-rules/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchMappingRulesForTenant,POST,/tenants/{tenantId}/mapping-rules/search,filter:request-shape,filter object in body,yes,
searchMappingRulesForTenant,POST,/tenants/{tenantId}/mapping-rules/search,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchMappingRulesForTenant,POST,/tenants/{tenantId}/mapping-rules/search,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
searchMappingRulesForTenant,POST,/tenants/{tenantId}/mapping-rules/search,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
searchMappingRulesForTenant,POST,/tenants/{tenantId}/mapping-rules/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchMappingRulesForTenant,POST,/tenants/{tenantId}/mapping-rules/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
assignMappingRuleToTenant,PUT,/tenants/{tenantId}/mapping-rules/{mappingRuleId},happy-path,documented success response,yes,
assignMappingRuleToTenant,PUT,/tenants/{tenantId}/mapping-rules/{mappingRuleId},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
assignMappingRuleToTenant,PUT,/tenants/{tenantId}/mapping-rules/{mappingRuleId},404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
assignMappingRuleToTenant,PUT,/tenants/{tenantId}/mapping-rules/{mappingRuleId},404-not-found,"path param=mappingRuleId, type=string, format=MappingRuleId",yes,
assignMappingRuleToTenant,PUT,/tenants/{tenantId}/mapping-rules/{mappingRuleId},409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
assignMappingRuleToTenant,PUT,/tenants/{tenantId}/mapping-rules/{mappingRuleId},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
assignMappingRuleToTenant,PUT,/tenants/{tenantId}/mapping-rules/{mappingRuleId},prerequisite-resource,2 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
assignMappingRuleToTenant,PUT,/tenants/{tenantId}/mapping-rules/{mappingRuleId},documented-500,response code 500 documented in spec,yes,
assignMappingRuleToTenant,PUT,/tenants/{tenantId}/mapping-rules/{mappingRuleId},documented-503,response code 503 documented in spec,yes,
unassignMappingRuleFromTenant,DELETE,/tenants/{tenantId}/mapping-rules/{mappingRuleId},happy-path,documented success response,yes,
unassignMappingRuleFromTenant,DELETE,/tenants/{tenantId}/mapping-rules/{mappingRuleId},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
unassignMappingRuleFromTenant,DELETE,/tenants/{tenantId}/mapping-rules/{mappingRuleId},404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
unassignMappingRuleFromTenant,DELETE,/tenants/{tenantId}/mapping-rules/{mappingRuleId},404-not-found,"path param=mappingRuleId, type=string, format=MappingRuleId",yes,
unassignMappingRuleFromTenant,DELETE,/tenants/{tenantId}/mapping-rules/{mappingRuleId},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
unassignMappingRuleFromTenant,DELETE,/tenants/{tenantId}/mapping-rules/{mappingRuleId},business-entity-lifecycle,operationId prefix `unassign` implies state transition,no,lifecycle state machine for this entity
unassignMappingRuleFromTenant,DELETE,/tenants/{tenantId}/mapping-rules/{mappingRuleId},prerequisite-resource,2 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
unassignMappingRuleFromTenant,DELETE,/tenants/{tenantId}/mapping-rules/{mappingRuleId},documented-500,response code 500 documented in spec,yes,
unassignMappingRuleFromTenant,DELETE,/tenants/{tenantId}/mapping-rules/{mappingRuleId},documented-503,response code 503 documented in spec,yes,
searchRolesForTenant,POST,/tenants/{tenantId}/roles/search,happy-path,documented success response,yes,
searchRolesForTenant,POST,/tenants/{tenantId}/roles/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchRolesForTenant,POST,/tenants/{tenantId}/roles/search,404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
searchRolesForTenant,POST,/tenants/{tenantId}/roles/search,bad-request:additional-property,closed schema,yes,
searchRolesForTenant,POST,/tenants/{tenantId}/roles/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchRolesForTenant,POST,/tenants/{tenantId}/roles/search,pagination-sort:request-shape,sort array in body,yes,
searchRolesForTenant,POST,/tenants/{tenantId}/roles/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchRolesForTenant,POST,/tenants/{tenantId}/roles/search,filter:request-shape,filter object in body,yes,
searchRolesForTenant,POST,/tenants/{tenantId}/roles/search,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchRolesForTenant,POST,/tenants/{tenantId}/roles/search,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
searchRolesForTenant,POST,/tenants/{tenantId}/roles/search,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
searchRolesForTenant,POST,/tenants/{tenantId}/roles/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchRolesForTenant,POST,/tenants/{tenantId}/roles/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
assignRoleToTenant,PUT,/tenants/{tenantId}/roles/{roleId},happy-path,documented success response,yes,
assignRoleToTenant,PUT,/tenants/{tenantId}/roles/{roleId},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
assignRoleToTenant,PUT,/tenants/{tenantId}/roles/{roleId},404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
assignRoleToTenant,PUT,/tenants/{tenantId}/roles/{roleId},404-not-found,"path param=roleId, type=string, format=RoleId",yes,
assignRoleToTenant,PUT,/tenants/{tenantId}/roles/{roleId},409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
assignRoleToTenant,PUT,/tenants/{tenantId}/roles/{roleId},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
assignRoleToTenant,PUT,/tenants/{tenantId}/roles/{roleId},prerequisite-resource,2 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
assignRoleToTenant,PUT,/tenants/{tenantId}/roles/{roleId},documented-500,response code 500 documented in spec,yes,
assignRoleToTenant,PUT,/tenants/{tenantId}/roles/{roleId},documented-503,response code 503 documented in spec,yes,
unassignRoleFromTenant,DELETE,/tenants/{tenantId}/roles/{roleId},happy-path,documented success response,yes,
unassignRoleFromTenant,DELETE,/tenants/{tenantId}/roles/{roleId},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
unassignRoleFromTenant,DELETE,/tenants/{tenantId}/roles/{roleId},404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
unassignRoleFromTenant,DELETE,/tenants/{tenantId}/roles/{roleId},404-not-found,"path param=roleId, type=string, format=RoleId",yes,
unassignRoleFromTenant,DELETE,/tenants/{tenantId}/roles/{roleId},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
unassignRoleFromTenant,DELETE,/tenants/{tenantId}/roles/{roleId},business-entity-lifecycle,operationId prefix `unassign` implies state transition,no,lifecycle state machine for this entity
unassignRoleFromTenant,DELETE,/tenants/{tenantId}/roles/{roleId},prerequisite-resource,2 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
unassignRoleFromTenant,DELETE,/tenants/{tenantId}/roles/{roleId},documented-500,response code 500 documented in spec,yes,
unassignRoleFromTenant,DELETE,/tenants/{tenantId}/roles/{roleId},documented-503,response code 503 documented in spec,yes,
searchUsersForTenant,POST,/tenants/{tenantId}/users/search,happy-path,documented success response,yes,
searchUsersForTenant,POST,/tenants/{tenantId}/users/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchUsersForTenant,POST,/tenants/{tenantId}/users/search,404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
searchUsersForTenant,POST,/tenants/{tenantId}/users/search,bad-request:additional-property,closed schema,yes,
searchUsersForTenant,POST,/tenants/{tenantId}/users/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchUsersForTenant,POST,/tenants/{tenantId}/users/search,pagination-sort:request-shape,sort array in body,yes,
searchUsersForTenant,POST,/tenants/{tenantId}/users/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchUsersForTenant,POST,/tenants/{tenantId}/users/search,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
searchUsersForTenant,POST,/tenants/{tenantId}/users/search,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
searchUsersForTenant,POST,/tenants/{tenantId}/users/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchUsersForTenant,POST,/tenants/{tenantId}/users/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
assignUserToTenant,PUT,/tenants/{tenantId}/users/{username},happy-path,documented success response,yes,
assignUserToTenant,PUT,/tenants/{tenantId}/users/{username},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
assignUserToTenant,PUT,/tenants/{tenantId}/users/{username},404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
assignUserToTenant,PUT,/tenants/{tenantId}/users/{username},404-not-found,"path param=username, type=string, format=Username",yes,
assignUserToTenant,PUT,/tenants/{tenantId}/users/{username},409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
assignUserToTenant,PUT,/tenants/{tenantId}/users/{username},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
assignUserToTenant,PUT,/tenants/{tenantId}/users/{username},prerequisite-resource,2 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
assignUserToTenant,PUT,/tenants/{tenantId}/users/{username},documented-500,response code 500 documented in spec,yes,
assignUserToTenant,PUT,/tenants/{tenantId}/users/{username},documented-503,response code 503 documented in spec,yes,
unassignUserFromTenant,DELETE,/tenants/{tenantId}/users/{username},happy-path,documented success response,yes,
unassignUserFromTenant,DELETE,/tenants/{tenantId}/users/{username},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
unassignUserFromTenant,DELETE,/tenants/{tenantId}/users/{username},404-not-found,"path param=tenantId, type=string, format=TenantId",yes,
unassignUserFromTenant,DELETE,/tenants/{tenantId}/users/{username},404-not-found,"path param=username, type=string, format=Username",yes,
unassignUserFromTenant,DELETE,/tenants/{tenantId}/users/{username},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
unassignUserFromTenant,DELETE,/tenants/{tenantId}/users/{username},business-entity-lifecycle,operationId prefix `unassign` implies state transition,no,lifecycle state machine for this entity
unassignUserFromTenant,DELETE,/tenants/{tenantId}/users/{username},prerequisite-resource,2 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
unassignUserFromTenant,DELETE,/tenants/{tenantId}/users/{username},documented-500,response code 500 documented in spec,yes,
unassignUserFromTenant,DELETE,/tenants/{tenantId}/users/{username},documented-503,response code 503 documented in spec,yes,
getTopology,GET,/topology,happy-path,documented success response,yes,
getTopology,GET,/topology,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getTopology,GET,/topology,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
getTopology,GET,/topology,documented-500,response code 500 documented in spec,yes,
createUser,POST,/users,happy-path,documented success response,yes,
createUser,POST,/users,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
createUser,POST,/users,bad-request:missing-required,field=username,yes,
createUser,POST,/users,bad-request:missing-required,field=password,yes,
createUser,POST,/users,bad-request:additional-property,closed schema,yes,
createUser,POST,/users,bad-request:type-mismatch,"field=password, type=string",yes,
createUser,POST,/users,bad-request:type-mismatch,"field=name, type=string",yes,
createUser,POST,/users,bad-request:type-mismatch,"field=email, type=string",yes,
createUser,POST,/users,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
createUser,POST,/users,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
createUser,POST,/users,business-entity-lifecycle,409 documented on non-collection POST,no,lifecycle state machine for this entity
createUser,POST,/users,documented-500,response code 500 documented in spec,yes,
createUser,POST,/users,documented-503,response code 503 documented in spec,yes,
searchUsers,POST,/users/search,happy-path,documented success response,yes,
searchUsers,POST,/users/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchUsers,POST,/users/search,bad-request:additional-property,closed schema,yes,
searchUsers,POST,/users/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchUsers,POST,/users/search,pagination-sort:request-shape,sort array in body,yes,
searchUsers,POST,/users/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchUsers,POST,/users/search,filter:request-shape,filter object in body,yes,
searchUsers,POST,/users/search,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchUsers,POST,/users/search,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
searchUsers,POST,/users/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchUsers,POST,/users/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
searchUsers,POST,/users/search,documented-500,response code 500 documented in spec,yes,
getUser,GET,/users/{username},happy-path,documented success response,yes,
getUser,GET,/users/{username},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getUser,GET,/users/{username},404-not-found,"path param=username, type=string, format=Username",yes,
getUser,GET,/users/{username},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getUser,GET,/users/{username},prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
getUser,GET,/users/{username},documented-500,response code 500 documented in spec,yes,
updateUser,PUT,/users/{username},happy-path,documented success response,yes,
updateUser,PUT,/users/{username},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
updateUser,PUT,/users/{username},404-not-found,"path param=username, type=string, format=Username",yes,
updateUser,PUT,/users/{username},bad-request:type-mismatch,"field=password, type=string",yes,
updateUser,PUT,/users/{username},bad-request:type-mismatch,"field=name, type=string",yes,
updateUser,PUT,/users/{username},bad-request:type-mismatch,"field=email, type=string",yes,
updateUser,PUT,/users/{username},409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
updateUser,PUT,/users/{username},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
updateUser,PUT,/users/{username},prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
updateUser,PUT,/users/{username},documented-500,response code 500 documented in spec,yes,
updateUser,PUT,/users/{username},documented-503,response code 503 documented in spec,yes,
deleteUser,DELETE,/users/{username},happy-path,documented success response,yes,
deleteUser,DELETE,/users/{username},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
deleteUser,DELETE,/users/{username},404-not-found,"path param=username, type=string, format=Username",yes,
deleteUser,DELETE,/users/{username},403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
deleteUser,DELETE,/users/{username},prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
deleteUser,DELETE,/users/{username},documented-500,response code 500 documented in spec,yes,
deleteUser,DELETE,/users/{username},documented-503,response code 503 documented in spec,yes,
searchUserTasks,POST,/user-tasks/search,happy-path,documented success response,yes,
